temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,city,country,date,year,month
11.6,0.6,6.7,0.0,13.2,London,United Kingdom,2019-03-26,2019,3
12.2,2.8,8.4,0.0,11.0,London,United Kingdom,2019-03-27,2019,3
13.0,3.9,8.6,0.0,10.9,London,United Kingdom,2019-03-28,2019,3
15.8,2.8,9.0,0.0,10.8,London,United Kingdom,2019-03-29,2019,3
16.9,5.0,10.7,0.1,11.2,London,United Kingdom,2019-03-30,2019,3
11.4,4.4,8.3,0.5,27.7,London,United Kingdom,2019-03-31,2019,3
12.7,3.8,7.4,0.0,21.4,London,United Kingdom,2019-04-01,2019,4
8.6,2.2,5.5,3.9,17.7,London,United Kingdom,2019-04-02,2019,4
7.9,-1.0,3.2,1.1,12.6,London,United Kingdom,2019-04-03,2019,4
8.4,0.1,5.0,3.6,25.6,London,United Kingdom,2019-04-04,2019,4
12.9,5.2,8.6,0.0,23.2,London,United Kingdom,2019-04-05,2019,4
11.6,4.9,8.2,0.3,22.4,London,United Kingdom,2019-04-06,2019,4
13.9,5.3,9.7,6.1,16.6,London,United Kingdom,2019-04-07,2019,4
13.9,5.8,9.4,1.5,7.9,London,United Kingdom,2019-04-08,2019,4
11.6,6.8,9.0,7.2,21.6,London,United Kingdom,2019-04-09,2019,4
11.2,3.7,7.2,0.0,26.0,London,United Kingdom,2019-04-10,2019,4
10.3,1.0,5.9,0.0,19.6,London,United Kingdom,2019-04-11,2019,4
9.1,-0.2,5.3,0.1,14.8,London,United Kingdom,2019-04-12,2019,4
8.4,-0.2,4.6,1.4,18.4,London,United Kingdom,2019-04-13,2019,4
8.4,-0.7,4.5,0.0,20.5,London,United Kingdom,2019-04-14,2019,4
13.1,2.9,7.7,0.0,26.3,London,United Kingdom,2019-04-15,2019,4
15.4,6.1,10.2,0.3,10.9,London,United Kingdom,2019-04-16,2019,4
18.0,3.3,10.8,0.0,15.9,London,United Kingdom,2019-04-17,2019,4
19.1,7.6,12.8,0.0,20.4,London,United Kingdom,2019-04-18,2019,4
21.3,7.4,13.9,0.0,16.1,London,United Kingdom,2019-04-19,2019,4
22.5,6.2,13.9,0.0,12.0,London,United Kingdom,2019-04-20,2019,4
21.9,4.8,13.2,0.0,14.8,London,United Kingdom,2019-04-21,2019,4
22.5,6.8,14.4,0.0,18.2,London,United Kingdom,2019-04-22,2019,4
20.8,9.2,14.0,0.1,19.1,London,United Kingdom,2019-04-23,2019,4
18.0,8.1,12.5,5.3,29.6,London,United Kingdom,2019-04-24,2019,4
14.6,8.0,11.4,4.4,26.9,London,United Kingdom,2019-04-25,2019,4
14.9,6.8,10.7,1.0,31.3,London,United Kingdom,2019-04-26,2019,4
12.0,6.9,9.6,0.4,41.8,London,United Kingdom,2019-04-27,2019,4
13.2,7.3,10.1,1.7,24.2,London,United Kingdom,2019-04-28,2019,4
13.6,3.4,9.1,0.0,14.2,London,United Kingdom,2019-04-29,2019,4
14.9,3.5,9.8,0.0,10.7,London,United Kingdom,2019-04-30,2019,4
16.2,5.9,11.2,0.2,12.6,London,United Kingdom,2019-05-01,2019,5
15.6,7.8,11.4,7.2,20.9,London,United Kingdom,2019-05-02,2019,5
13.9,5.4,9.2,1.6,19.1,London,United Kingdom,2019-05-03,2019,5
10.1,4.9,7.4,1.1,30.3,London,United Kingdom,2019-05-04,2019,5
10.6,2.9,7.5,0.3,19.1,London,United Kingdom,2019-05-05,2019,5
11.1,4.4,8.3,0.3,17.7,London,United Kingdom,2019-05-06,2019,5
13.8,6.6,10.1,0.5,16.3,London,United Kingdom,2019-05-07,2019,5
14.4,8.6,10.8,12.4,30.5,London,United Kingdom,2019-05-08,2019,5
13.9,6.8,10.7,6.3,15.6,London,United Kingdom,2019-05-09,2019,5
14.5,5.3,10.1,2.0,8.4,London,United Kingdom,2019-05-10,2019,5
13.6,6.3,9.9,3.0,19.0,London,United Kingdom,2019-05-11,2019,5
15.4,3.7,9.8,0.0,15.5,London,United Kingdom,2019-05-12,2019,5
15.4,3.3,10.0,0.0,18.4,London,United Kingdom,2019-05-13,2019,5
16.1,5.7,11.0,0.0,19.2,London,United Kingdom,2019-05-14,2019,5
18.1,5.9,11.9,0.0,15.7,London,United Kingdom,2019-05-15,2019,5
16.7,6.0,11.5,0.0,24.6,London,United Kingdom,2019-05-16,2019,5
14.0,7.8,11.4,1.8,22.4,London,United Kingdom,2019-05-17,2019,5
16.9,8.6,12.7,0.5,7.6,London,United Kingdom,2019-05-18,2019,5
15.9,8.8,12.7,0.7,10.4,London,United Kingdom,2019-05-19,2019,5
19.2,10.1,14.7,0.5,12.4,London,United Kingdom,2019-05-20,2019,5
19.1,8.4,14.2,0.0,17.8,London,United Kingdom,2019-05-21,2019,5
19.1,9.1,14.0,0.0,17.7,London,United Kingdom,2019-05-22,2019,5
21.6,8.1,15.2,0.0,18.7,London,United Kingdom,2019-05-23,2019,5
20.5,10.2,15.8,0.6,16.6,London,United Kingdom,2019-05-24,2019,5
21.9,12.4,17.1,0.9,16.8,London,United Kingdom,2019-05-25,2019,5
20.4,12.2,16.5,1.8,26.8,London,United Kingdom,2019-05-26,2019,5
17.4,8.6,13.5,0.6,25.2,London,United Kingdom,2019-05-27,2019,5
16.8,8.1,12.3,2.3,17.8,London,United Kingdom,2019-05-28,2019,5
15.8,8.6,12.4,1.9,26.9,London,United Kingdom,2019-05-29,2019,5
22.0,14.1,17.6,0.1,26.6,London,United Kingdom,2019-05-30,2019,5
19.3,11.2,15.9,0.0,19.2,London,United Kingdom,2019-05-31,2019,5
24.5,10.1,17.8,0.0,15.3,London,United Kingdom,2019-06-01,2019,6
25.0,15.4,20.1,0.0,29.0,London,United Kingdom,2019-06-02,2019,6
19.1,11.0,15.3,0.2,22.2,London,United Kingdom,2019-06-03,2019,6
18.1,9.6,14.4,3.3,22.5,London,United Kingdom,2019-06-04,2019,6
18.0,11.1,14.2,0.2,19.6,London,United Kingdom,2019-06-05,2019,6
17.2,8.7,13.6,0.1,23.0,London,United Kingdom,2019-06-06,2019,6
17.2,10.4,13.4,7.1,25.8,London,United Kingdom,2019-06-07,2019,6
17.0,11.1,13.6,3.6,35.1,London,United Kingdom,2019-06-08,2019,6
17.8,8.4,13.7,0.0,10.8,London,United Kingdom,2019-06-09,2019,6
12.4,10.9,11.6,31.4,21.8,London,United Kingdom,2019-06-10,2019,6
16.9,10.4,13.5,2.5,19.3,London,United Kingdom,2019-06-11,2019,6
15.6,10.6,12.9,7.6,14.1,London,United Kingdom,2019-06-12,2019,6
13.9,11.1,12.6,6.9,29.8,London,United Kingdom,2019-06-13,2019,6
17.4,11.4,14.2,1.9,30.2,London,United Kingdom,2019-06-14,2019,6
17.6,11.4,14.5,1.1,27.1,London,United Kingdom,2019-06-15,2019,6
18.6,10.1,14.5,2.2,31.1,London,United Kingdom,2019-06-16,2019,6
20.1,11.9,15.7,0.0,22.6,London,United Kingdom,2019-06-17,2019,6
18.0,9.0,14.6,3.6,10.6,London,United Kingdom,2019-06-18,2019,6
19.7,12.7,16.1,2.6,12.5,London,United Kingdom,2019-06-19,2019,6
17.9,12.6,15.4,0.4,21.1,London,United Kingdom,2019-06-20,2019,6
19.5,9.1,15.1,0.0,15.5,London,United Kingdom,2019-06-21,2019,6
20.5,9.6,15.6,0.0,19.3,London,United Kingdom,2019-06-22,2019,6
23.8,11.5,17.6,0.0,22.4,London,United Kingdom,2019-06-23,2019,6
23.7,16.3,20.4,0.3,14.6,London,United Kingdom,2019-06-24,2019,6
24.8,17.1,20.3,15.3,11.5,London,United Kingdom,2019-06-25,2019,6
20.9,15.1,17.7,0.0,25.8,London,United Kingdom,2019-06-26,2019,6
20.7,12.8,16.2,0.0,25.9,London,United Kingdom,2019-06-27,2019,6
20.9,13.1,16.6,0.0,26.9,London,United Kingdom,2019-06-28,2019,6
30.5,13.0,22.1,0.0,16.1,London,United Kingdom,2019-06-29,2019,6
22.0,15.4,19.3,0.0,21.1,London,United Kingdom,2019-06-30,2019,6
21.4,12.9,17.2,0.0,22.0,London,United Kingdom,2019-07-01,2019,7
20.6,9.6,16.1,0.0,14.3,London,United Kingdom,2019-07-02,2019,7
20.9,12.2,16.6,0.0,15.6,London,United Kingdom,2019-07-03,2019,7
23.7,9.8,17.5,0.0,8.9,London,United Kingdom,2019-07-04,2019,7
24.8,14.0,19.9,0.0,11.9,London,United Kingdom,2019-07-05,2019,7
22.7,13.1,18.4,0.7,16.2,London,United Kingdom,2019-07-06,2019,7
18.8,14.1,16.4,3.6,14.6,London,United Kingdom,2019-07-07,2019,7
21.2,9.9,16.1,0.0,16.6,London,United Kingdom,2019-07-08,2019,7
23.0,14.6,17.6,0.0,16.3,London,United Kingdom,2019-07-09,2019,7
24.0,15.4,19.7,1.3,17.6,London,United Kingdom,2019-07-10,2019,7
24.1,15.8,19.6,0.0,15.9,London,United Kingdom,2019-07-11,2019,7
23.0,15.1,19.4,0.1,24.7,London,United Kingdom,2019-07-12,2019,7
21.5,14.1,18.3,0.6,12.2,London,United Kingdom,2019-07-13,2019,7
20.5,13.6,16.8,0.5,18.5,London,United Kingdom,2019-07-14,2019,7
19.9,10.6,15.6,0.0,12.4,London,United Kingdom,2019-07-15,2019,7
24.3,11.1,18.2,0.0,17.7,London,United Kingdom,2019-07-16,2019,7
24.3,12.9,19.3,0.0,19.9,London,United Kingdom,2019-07-17,2019,7
21.5,15.1,18.3,4.8,20.1,London,United Kingdom,2019-07-18,2019,7
20.6,11.9,16.5,8.9,31.2,London,United Kingdom,2019-07-19,2019,7
23.1,16.4,19.2,16.8,27.4,London,United Kingdom,2019-07-20,2019,7
21.8,13.5,18.1,0.0,19.9,London,United Kingdom,2019-07-21,2019,7
25.4,15.6,20.5,0.0,25.1,London,United Kingdom,2019-07-22,2019,7
31.0,14.9,22.8,0.0,16.6,London,United Kingdom,2019-07-23,2019,7
29.9,19.6,25.0,0.0,19.3,London,United Kingdom,2019-07-24,2019,7
35.2,18.5,27.3,0.0,16.5,London,United Kingdom,2019-07-25,2019,7
25.0,19.1,22.4,3.0,18.3,London,United Kingdom,2019-07-26,2019,7
19.0,15.9,17.8,22.4,17.3,London,United Kingdom,2019-07-27,2019,7
21.6,15.1,17.9,0.0,22.8,London,United Kingdom,2019-07-28,2019,7
23.6,12.8,18.7,0.0,18.7,London,United Kingdom,2019-07-29,2019,7
20.3,16.4,18.4,6.8,39.2,London,United Kingdom,2019-07-30,2019,7
21.4,15.8,18.3,0.7,28.7,London,United Kingdom,2019-07-31,2019,7
23.4,13.6,18.5,0.7,12.9,London,United Kingdom,2019-08-01,2019,8
23.1,14.2,18.9,0.3,13.3,London,United Kingdom,2019-08-02,2019,8
23.5,14.1,18.8,0.3,8.5,London,United Kingdom,2019-08-03,2019,8
24.0,14.2,19.3,0.5,19.5,London,United Kingdom,2019-08-04,2019,8
24.0,15.7,19.4,0.8,26.9,London,United Kingdom,2019-08-05,2019,8
22.7,14.4,18.5,0.6,28.8,London,United Kingdom,2019-08-06,2019,8
21.7,14.4,18.0,1.2,25.3,London,United Kingdom,2019-08-07,2019,8
23.5,12.9,18.4,1.2,17.5,London,United Kingdom,2019-08-08,2019,8
23.9,17.8,20.3,7.5,36.4,London,United Kingdom,2019-08-09,2019,8
20.9,16.1,18.4,1.5,48.1,London,United Kingdom,2019-08-10,2019,8
21.2,14.8,17.7,0.4,28.8,London,United Kingdom,2019-08-11,2019,8
17.8,12.0,15.0,11.9,11.1,London,United Kingdom,2019-08-12,2019,8
19.7,10.6,15.3,0.0,17.1,London,United Kingdom,2019-08-13,2019,8
17.9,12.4,15.4,7.4,30.7,London,United Kingdom,2019-08-14,2019,8
21.3,13.6,17.8,0.0,28.2,London,United Kingdom,2019-08-15,2019,8
18.7,12.1,15.6,7.1,30.8,London,United Kingdom,2019-08-16,2019,8
21.9,15.9,18.4,0.7,26.8,London,United Kingdom,2019-08-17,2019,8
20.4,14.6,16.8,1.5,25.9,London,United Kingdom,2019-08-18,2019,8
20.7,12.6,16.0,0.9,25.1,London,United Kingdom,2019-08-19,2019,8
19.8,10.6,15.1,0.0,19.8,London,United Kingdom,2019-08-20,2019,8
21.2,10.1,15.8,0.0,15.8,London,United Kingdom,2019-08-21,2019,8
23.4,11.6,17.3,0.0,20.0,London,United Kingdom,2019-08-22,2019,8
25.2,12.6,18.9,0.0,8.8,London,United Kingdom,2019-08-23,2019,8
27.8,11.6,19.6,0.0,11.4,London,United Kingdom,2019-08-24,2019,8
30.8,13.9,22.4,0.0,10.2,London,United Kingdom,2019-08-25,2019,8
30.9,15.8,22.5,0.0,12.7,London,United Kingdom,2019-08-26,2019,8
31.4,15.6,23.2,0.1,15.8,London,United Kingdom,2019-08-27,2019,8
25.0,17.5,20.5,2.2,23.2,London,United Kingdom,2019-08-28,2019,8
22.4,12.4,17.7,0.1,21.5,London,United Kingdom,2019-08-29,2019,8
22.5,13.8,17.7,0.0,23.5,London,United Kingdom,2019-08-30,2019,8
23.5,13.1,17.1,0.3,27.0,London,United Kingdom,2019-08-31,2019,8
19.5,11.1,15.2,0.0,20.0,London,United Kingdom,2019-09-01,2019,9
21.0,8.4,15.1,0.0,20.8,London,United Kingdom,2019-09-02,2019,9
21.0,13.6,17.2,0.0,22.4,London,United Kingdom,2019-09-03,2019,9
19.7,14.1,17.0,7.0,28.2,London,United Kingdom,2019-09-04,2019,9
17.5,11.6,14.4,0.0,21.7,London,United Kingdom,2019-09-05,2019,9
17.7,9.8,13.7,1.4,32.8,London,United Kingdom,2019-09-06,2019,9
18.1,9.9,13.7,0.4,20.6,London,United Kingdom,2019-09-07,2019,9
17.8,7.0,12.5,0.0,15.7,London,United Kingdom,2019-09-08,2019,9
14.4,10.6,12.8,5.5,17.0,London,United Kingdom,2019-09-09,2019,9
18.8,8.2,14.0,0.2,12.8,London,United Kingdom,2019-09-10,2019,9
21.1,12.9,16.8,0.5,34.4,London,United Kingdom,2019-09-11,2019,9
24.0,13.1,18.2,0.1,26.8,London,United Kingdom,2019-09-12,2019,9
20.5,12.9,16.8,0.2,16.7,London,United Kingdom,2019-09-13,2019,9
21.5,8.3,15.1,0.0,9.2,London,United Kingdom,2019-09-14,2019,9
24.4,10.2,17.2,0.0,12.7,London,United Kingdom,2019-09-15,2019,9
18.9,15.1,16.6,0.7,12.6,London,United Kingdom,2019-09-16,2019,9
18.6,9.6,14.3,0.0,14.9,London,United Kingdom,2019-09-17,2019,9
18.5,6.9,12.6,0.0,11.0,London,United Kingdom,2019-09-18,2019,9
20.6,7.8,14.1,0.0,14.1,London,United Kingdom,2019-09-19,2019,9
20.4,8.9,14.4,0.0,24.5,London,United Kingdom,2019-09-20,2019,9
24.3,10.9,17.4,0.0,18.3,London,United Kingdom,2019-09-21,2019,9
22.5,13.8,18.1,4.0,21.3,London,United Kingdom,2019-09-22,2019,9
19.5,12.6,15.7,2.6,26.3,London,United Kingdom,2019-09-23,2019,9
19.6,14.7,16.8,17.8,26.8,London,United Kingdom,2019-09-24,2019,9
19.2,14.2,16.1,10.9,24.0,London,United Kingdom,2019-09-25,2019,9
20.1,14.1,16.7,3.4,27.9,London,United Kingdom,2019-09-26,2019,9
17.5,12.8,14.8,4.5,31.0,London,United Kingdom,2019-09-27,2019,9
18.5,11.8,15.0,5.3,33.0,London,United Kingdom,2019-09-28,2019,9
18.9,13.2,16.2,13.9,37.7,London,United Kingdom,2019-09-29,2019,9
17.5,9.5,13.8,9.1,27.2,London,United Kingdom,2019-09-30,2019,9
18.1,11.3,15.4,8.6,30.4,London,United Kingdom,2019-10-01,2019,10
13.1,6.2,9.6,0.0,23.3,London,United Kingdom,2019-10-02,2019,10
13.4,3.0,8.9,3.2,20.0,London,United Kingdom,2019-10-03,2019,10
14.6,9.2,12.8,3.7,26.4,London,United Kingdom,2019-10-04,2019,10
15.4,9.2,12.2,0.1,13.6,London,United Kingdom,2019-10-05,2019,10
16.1,11.8,13.6,13.0,28.4,London,United Kingdom,2019-10-06,2019,10
15.2,8.9,12.4,2.6,23.2,London,United Kingdom,2019-10-07,2019,10
16.5,10.6,13.6,1.0,28.0,London,United Kingdom,2019-10-08,2019,10
14.4,9.2,11.6,0.1,26.7,London,United Kingdom,2019-10-09,2019,10
15.7,8.4,12.3,0.0,29.5,London,United Kingdom,2019-10-10,2019,10
16.9,13.0,15.2,12.0,38.3,London,United Kingdom,2019-10-11,2019,10
12.9,10.9,11.6,12.2,11.8,London,United Kingdom,2019-10-12,2019,10
16.8,9.9,13.2,7.2,32.7,London,United Kingdom,2019-10-13,2019,10
15.5,9.4,12.6,11.1,27.4,London,United Kingdom,2019-10-14,2019,10
15.6,9.5,12.1,0.3,23.2,London,United Kingdom,2019-10-15,2019,10
15.3,9.1,12.6,3.9,21.5,London,United Kingdom,2019-10-16,2019,10
14.2,7.8,10.8,0.4,20.8,London,United Kingdom,2019-10-17,2019,10
14.2,9.9,11.6,6.2,33.3,London,United Kingdom,2019-10-18,2019,10
14.2,6.5,10.9,0.2,22.0,London,United Kingdom,2019-10-19,2019,10
11.8,3.6,8.4,0.0,19.4,London,United Kingdom,2019-10-20,2019,10
12.2,8.9,10.4,7.2,20.5,London,United Kingdom,2019-10-21,2019,10
14.1,4.9,8.6,0.0,10.4,London,United Kingdom,2019-10-22,2019,10
14.4,3.5,9.4,1.4,13.7,London,United Kingdom,2019-10-23,2019,10
12.3,9.2,11.1,10.3,18.6,London,United Kingdom,2019-10-24,2019,10
15.9,8.9,12.6,0.7,39.6,London,United Kingdom,2019-10-25,2019,10
16.5,7.8,14.3,6.0,38.5,London,United Kingdom,2019-10-26,2019,10
11.4,3.2,6.9,0.0,10.9,London,United Kingdom,2019-10-27,2019,10
10.8,0.6,6.4,0.0,16.6,London,United Kingdom,2019-10-28,2019,10
11.3,5.3,8.2,0.0,20.7,London,United Kingdom,2019-10-29,2019,10
11.4,6.9,8.8,0.0,24.9,London,United Kingdom,2019-10-30,2019,10
11.4,6.1,8.0,0.0,17.7,London,United Kingdom,2019-10-31,2019,10
15.7,8.3,12.8,6.7,23.4,London,United Kingdom,2019-11-01,2019,11
14.4,9.2,11.6,6.5,47.2,London,United Kingdom,2019-11-02,2019,11
12.2,5.3,8.7,0.4,19.4,London,United Kingdom,2019-11-03,2019,11
11.6,5.8,8.7,4.5,15.3,London,United Kingdom,2019-11-04,2019,11
11.8,5.6,8.5,0.7,21.6,London,United Kingdom,2019-11-05,2019,11
9.0,1.5,6.3,0.3,17.1,London,United Kingdom,2019-11-06,2019,11
10.1,2.0,7.1,12.8,24.3,London,United Kingdom,2019-11-07,2019,11
9.0,0.6,4.0,1.7,19.6,London,United Kingdom,2019-11-08,2019,11
8.1,0.2,4.9,4.9,21.0,London,United Kingdom,2019-11-09,2019,11
10.0,4.5,7.1,1.5,17.5,London,United Kingdom,2019-11-10,2019,11
9.2,3.8,6.8,4.6,30.1,London,United Kingdom,2019-11-11,2019,11
8.1,2.8,5.4,2.3,27.9,London,United Kingdom,2019-11-12,2019,11
8.6,2.5,5.5,1.2,20.3,London,United Kingdom,2019-11-13,2019,11
7.7,2.8,5.3,18.2,21.6,London,United Kingdom,2019-11-14,2019,11
8.2,3.2,5.5,7.6,25.2,London,United Kingdom,2019-11-15,2019,11
7.7,3.5,5.6,0.3,18.4,London,United Kingdom,2019-11-16,2019,11
8.0,1.9,4.4,0.0,8.0,London,United Kingdom,2019-11-17,2019,11
8.4,-0.3,5.0,0.0,20.7,London,United Kingdom,2019-11-18,2019,11
6.8,-2.2,2.4,0.0,11.8,London,United Kingdom,2019-11-19,2019,11
7.2,3.2,4.8,0.0,19.4,London,United Kingdom,2019-11-20,2019,11
6.8,3.8,4.9,0.4,18.6,London,United Kingdom,2019-11-21,2019,11
9.5,6.4,7.8,2.1,22.8,London,United Kingdom,2019-11-22,2019,11
10.2,6.8,8.6,2.4,20.0,London,United Kingdom,2019-11-23,2019,11
11.6,6.5,9.2,0.0,17.1,London,United Kingdom,2019-11-24,2019,11
11.6,8.4,10.2,1.6,18.1,London,United Kingdom,2019-11-25,2019,11
13.1,9.4,10.9,4.0,28.0,London,United Kingdom,2019-11-26,2019,11
10.9,8.4,9.7,13.0,17.4,London,United Kingdom,2019-11-27,2019,11
9.8,6.6,8.0,2.3,18.7,London,United Kingdom,2019-11-28,2019,11
7.4,0.2,4.5,0.5,13.8,London,United Kingdom,2019-11-29,2019,11
7.8,-1.0,2.8,0.0,14.8,London,United Kingdom,2019-11-30,2019,11
7.2,1.9,4.1,0.0,22.4,London,United Kingdom,2019-12-01,2019,12
5.8,-1.6,0.9,0.0,12.0,London,United Kingdom,2019-12-02,2019,12
7.7,-1.0,3.6,0.0,11.6,London,United Kingdom,2019-12-03,2019,12
7.3,0.4,3.4,0.0,12.1,London,United Kingdom,2019-12-04,2019,12
9.1,-1.3,3.5,0.5,28.3,London,United Kingdom,2019-12-05,2019,12
12.5,6.8,10.4,5.5,32.7,London,United Kingdom,2019-12-06,2019,12
10.3,4.7,7.3,0.0,24.9,London,United Kingdom,2019-12-07,2019,12
11.8,6.2,9.1,3.6,36.5,London,United Kingdom,2019-12-08,2019,12
8.7,0.2,5.7,1.3,29.1,London,United Kingdom,2019-12-09,2019,12
11.5,-0.1,6.5,4.8,42.2,London,United Kingdom,2019-12-10,2019,12
8.1,1.8,4.9,0.1,23.0,London,United Kingdom,2019-12-11,2019,12
8.6,0.2,4.8,7.3,28.6,London,United Kingdom,2019-12-12,2019,12
8.0,5.1,6.4,7.2,33.8,London,United Kingdom,2019-12-13,2019,12
7.8,4.4,5.7,7.8,35.0,London,United Kingdom,2019-12-14,2019,12
9.2,4.6,7.0,3.5,30.3,London,United Kingdom,2019-12-15,2019,12
8.9,5.7,7.1,2.2,25.1,London,United Kingdom,2019-12-16,2019,12
7.8,4.6,6.3,8.6,10.2,London,United Kingdom,2019-12-17,2019,12
10.1,2.8,6.5,5.6,25.5,London,United Kingdom,2019-12-18,2019,12
12.6,10.2,11.2,11.6,32.0,London,United Kingdom,2019-12-19,2019,12
10.8,4.3,8.3,14.7,28.4,London,United Kingdom,2019-12-20,2019,12
9.9,4.8,8.1,5.2,23.4,London,United Kingdom,2019-12-21,2019,12
8.8,5.6,7.5,4.3,25.3,London,United Kingdom,2019-12-22,2019,12
9.7,5.3,6.7,0.0,22.1,London,United Kingdom,2019-12-23,2019,12
11.1,5.8,8.9,1.7,28.1,London,United Kingdom,2019-12-24,2019,12
7.5,-0.3,4.3,0.0,18.4,London,United Kingdom,2019-12-25,2019,12
9.6,0.3,6.4,7.1,31.6,London,United Kingdom,2019-12-26,2019,12
8.2,4.9,6.6,0.0,18.1,London,United Kingdom,2019-12-27,2019,12
9.6,6.3,7.8,0.0,13.7,London,United Kingdom,2019-12-28,2019,12
8.9,3.5,6.1,0.0,15.9,London,United Kingdom,2019-12-29,2019,12
10.1,2.7,5.5,0.0,16.6,London,United Kingdom,2019-12-30,2019,12
9.2,2.2,5.8,0.0,17.0,London,United Kingdom,2019-12-31,2019,12
6.6,2.0,5.0,0.0,10.2,London,United Kingdom,2020-01-01,2020,1
9.9,5.7,8.2,0.0,26.6,London,United Kingdom,2020-01-02,2020,1
10.8,3.3,7.9,3.1,27.6,London,United Kingdom,2020-01-03,2020,1
8.1,2.0,4.4,0.0,20.2,London,United Kingdom,2020-01-04,2020,1
8.6,2.2,5.8,0.0,17.4,London,United Kingdom,2020-01-05,2020,1
8.5,5.3,7.2,1.3,26.9,London,United Kingdom,2020-01-06,2020,1
12.6,4.7,8.6,0.1,29.2,London,United Kingdom,2020-01-07,2020,1
12.4,9.0,10.9,2.9,27.5,London,United Kingdom,2020-01-08,2020,1
12.6,6.7,10.8,7.1,33.5,London,United Kingdom,2020-01-09,2020,1
7.6,3.6,5.5,0.1,18.7,London,United Kingdom,2020-01-10,2020,1
10.1,4.2,8.6,0.0,33.1,London,United Kingdom,2020-01-11,2020,1
11.1,5.2,9.1,1.0,32.0,London,United Kingdom,2020-01-12,2020,1
10.8,4.8,8.0,4.4,43.4,London,United Kingdom,2020-01-13,2020,1
13.0,7.0,10.1,5.2,46.1,London,United Kingdom,2020-01-14,2020,1
12.4,6.1,8.5,13.1,48.3,London,United Kingdom,2020-01-15,2020,1
12.2,5.9,9.1,5.7,35.0,London,United Kingdom,2020-01-16,2020,1
10.4,3.0,7.6,3.2,32.8,London,United Kingdom,2020-01-17,2020,1
7.1,0.4,2.8,0.0,13.9,London,United Kingdom,2020-01-18,2020,1
6.7,-1.8,1.0,0.0,12.3,London,United Kingdom,2020-01-19,2020,1
6.6,-2.5,1.0,0.0,11.4,London,United Kingdom,2020-01-20,2020,1
5.8,-2.6,0.1,0.0,10.9,London,United Kingdom,2020-01-21,2020,1
6.9,0.9,5.0,0.0,6.9,London,United Kingdom,2020-01-22,2020,1
8.0,4.8,6.1,0.0,8.0,London,United Kingdom,2020-01-23,2020,1
7.2,4.6,5.9,0.2,7.4,London,United Kingdom,2020-01-24,2020,1
7.6,3.2,5.7,0.0,11.5,London,United Kingdom,2020-01-25,2020,1
9.9,6.6,8.1,2.9,29.8,London,United Kingdom,2020-01-26,2020,1
8.5,5.2,6.8,6.9,21.8,London,United Kingdom,2020-01-27,2020,1
6.8,2.2,4.3,1.5,32.4,London,United Kingdom,2020-01-28,2020,1
8.9,1.6,4.9,0.0,25.0,London,United Kingdom,2020-01-29,2020,1
12.1,6.6,9.2,0.6,28.1,London,United Kingdom,2020-01-30,2020,1
11.7,9.2,10.4,0.1,33.1,London,United Kingdom,2020-01-31,2020,1
11.3,6.0,9.7,0.0,35.0,London,United Kingdom,2020-02-01,2020,2
12.8,5.4,9.8,6.7,32.9,London,United Kingdom,2020-02-02,2020,2
11.0,4.8,9.0,0.3,29.4,London,United Kingdom,2020-02-03,2020,2
9.0,4.2,6.1,0.1,28.8,London,United Kingdom,2020-02-04,2020,2
8.4,0.1,4.0,0.0,11.0,London,United Kingdom,2020-02-05,2020,2
8.6,-0.1,2.8,0.0,10.6,London,United Kingdom,2020-02-06,2020,2
9.9,-0.9,4.5,0.0,22.3,London,United Kingdom,2020-02-07,2020,2
10.4,6.8,8.8,1.0,28.3,London,United Kingdom,2020-02-08,2020,2
12.6,7.8,10.1,18.8,53.0,London,United Kingdom,2020-02-09,2020,2
9.0,4.1,6.9,2.4,45.0,London,United Kingdom,2020-02-10,2020,2
6.8,3.4,4.8,0.3,39.2,London,United Kingdom,2020-02-11,2020,2
8.0,2.2,4.7,0.3,29.9,London,United Kingdom,2020-02-12,2020,2
9.3,4.8,6.9,12.9,36.7,London,United Kingdom,2020-02-13,2020,2
11.1,-0.3,6.4,0.1,30.3,London,United Kingdom,2020-02-14,2020,2
12.8,10.2,11.2,7.0,49.6,London,United Kingdom,2020-02-15,2020,2
12.9,6.1,10.1,15.7,49.8,London,United Kingdom,2020-02-16,2020,2
10.1,5.3,7.3,1.0,35.4,London,United Kingdom,2020-02-17,2020,2
10.1,4.1,6.6,2.2,37.9,London,United Kingdom,2020-02-18,2020,2
8.1,1.8,5.4,1.6,25.7,London,United Kingdom,2020-02-19,2020,2
10.4,3.2,7.7,3.9,40.6,London,United Kingdom,2020-02-20,2020,2
10.4,3.0,7.1,0.0,34.1,London,United Kingdom,2020-02-21,2020,2
13.3,8.7,10.6,0.0,38.5,London,United Kingdom,2020-02-22,2020,2
14.0,5.0,10.3,1.2,43.0,London,United Kingdom,2020-02-23,2020,2
11.4,4.1,9.1,4.3,37.2,London,United Kingdom,2020-02-24,2020,2
7.8,3.1,5.6,2.7,26.5,London,United Kingdom,2020-02-25,2020,2
7.2,0.9,3.6,0.8,31.1,London,United Kingdom,2020-02-26,2020,2
7.3,1.5,3.5,7.8,31.3,London,United Kingdom,2020-02-27,2020,2
